"Date","Price","Open","High","Low","Vol.","Change %"
"13-05-2025","15,815.45","15,714.80","15,822.65","15,644.60","","0.84%"
"12-05-2025","15,684.20","15,556.35","15,692.50","15,528.90","","4.00%"
"09-05-2025","15,080.45","14,787.20","15,116.60","14,783.70","","-0.66%"
"08-05-2025","15,180.45","15,417.65","15,557.05","15,101.95","","-1.19%"
"07-05-2025","15,362.70","14,946.40","15,382.40","14,943.00","","1.19%"
"06-05-2025","15,181.45","15,569.85","15,608.80","15,148.45","","-2.23%"
"05-05-2025","15,528.30","15,425.45","15,542.80","15,337.55","","1.13%"
"02-05-2025","15,354.35","15,365.65","15,495.05","15,221.20","","-0.03%"
"30-04-2025","15,359.45","15,624.80","15,630.65","15,301.40","","-1.79%"
"29-04-2025","15,639.70","15,679.50","15,795.65","15,617.30","","0.21%"
"28-04-2025","15,607.15","15,468.50","15,651.95","15,399.60","","0.53%"
"25-04-2025","15,524.15","15,937.55","15,953.45","15,318.80","","-2.46%"
"24-04-2025","15,915.25","15,933.55","16,006.25","15,876.00","","-0.05%"
"23-04-2025","15,923.20","15,970.25","16,013.05","15,691.80","","0.28%"
"22-04-2025","15,878.05","15,818.20","15,939.85","15,708.55","","0.80%"
"21-04-2025","15,751.85","15,537.95","15,768.95","15,455.85","","1.94%"
"17-04-2025","15,452.10","15,370.05","15,480.15","15,307.05","","0.45%"
"16-04-2025","15,382.45","15,267.25","15,395.40","15,234.60","","0.94%"
"15-04-2025","15,238.45","15,001.45","15,248.25","14,947.45","","3.06%"
"11-04-2025","14,786.30","14,691.60","14,803.80","14,521.15","","3.07%"
"09-04-2025","14,345.70","14,450.00","14,467.20","14,234.15","","-1.05%"
"08-04-2025","14,498.40","14,528.75","14,619.80","14,321.15","","2.17%"
"07-04-2025","14,190.20","13,316.10","14,279.50","13,314.70","","-3.99%"
"04-04-2025","14,780.50","15,263.35","15,281.55","14,671.50","","-3.30%"
"03-04-2025","15,285.45","15,064.10","15,299.30","15,057.90","","0.70%"
"02-04-2025","15,179.75","15,058.80","15,191.30","14,848.10","","1.00%"
"01-04-2025","15,030.10","15,068.10","15,190.70","14,960.00","","-0.49%"
"28-03-2025","15,104.05","15,174.50","15,305.90","15,063.00","","-0.05%"
"27-03-2025","15,111.65","14,924.85","15,137.65","14,855.25","","0.95%"
"26-03-2025","14,970.00","15,209.80","15,226.30","14,954.90","","-1.41%"
"25-03-2025","15,184.45","15,506.80","15,535.75","15,116.85","","-1.35%"
"24-03-2025","15,392.40","15,341.75","15,474.65","15,277.15","","0.98%"
"21-03-2025","15,242.30","14,951.70","15,260.05","14,914.20","","2.14%"
"20-03-2025","14,922.35","14,909.05","15,028.45","14,767.65","","0.78%"
"19-03-2025","14,807.00","14,579.25","14,838.55","14,569.90","","1.99%"
"18-03-2025","14,517.60","14,224.10","14,528.50","14,208.30","","2.66%"
"17-03-2025","14,141.70","14,134.05","14,247.30","14,071.55","","0.33%"
"13-03-2025","14,095.60","14,242.25","14,270.15","14,078.40","","-0.69%"
"12-03-2025","14,193.65","14,280.80","14,336.70","14,077.50","","-0.27%"
"11-03-2025","14,232.00","14,159.95","14,276.25","14,014.90","","-0.65%"
"10-03-2025","14,325.15","14,621.85","14,740.35","14,273.15","","-1.90%"
"07-03-2025","14,602.95","14,517.80","14,702.65","14,470.60","","0.69%"
"06-03-2025","14,503.30","14,411.40","14,546.45","14,381.60","","1.49%"
"05-03-2025","14,291.05","13,913.70","14,303.70","13,913.70","","2.71%"
"04-03-2025","13,914.10","13,597.20","13,968.70","13,507.60","","1.15%"
"03-03-2025","13,755.90","13,877.50","13,943.30","13,427.85","","-0.64%"
"28-02-2025","13,844.55","14,064.65","14,112.95","13,722.60","","-2.50%"
"27-02-2025","14,200.20","14,462.85","14,496.60","14,159.90","","-1.67%"
"25-02-2025","14,441.70","14,499.45","14,608.65","14,414.95","","-0.45%"
"24-02-2025","14,506.45","14,558.95","14,639.85","14,376.00","","-1.21%"
"21-02-2025","14,683.40","14,752.50","14,979.25","14,615.35","","-0.57%"
"20-02-2025","14,767.30","14,539.60","14,788.25","14,484.55","","1.22%"
"19-02-2025","14,588.65","14,183.30","14,615.10","14,106.80","","2.25%"
"18-02-2025","14,267.95","14,467.45","14,491.00","14,152.90","","-1.38%"
"17-02-2025","14,468.25","14,378.35","14,556.45","14,144.80","","-0.23%"
"14-02-2025","14,501.65","15,031.25","15,049.40","14,359.80","","-3.31%"
"13-02-2025","14,997.50","15,052.85","15,212.60","14,967.90","","-0.35%"
"12-02-2025","15,050.60","15,115.60","15,128.30","14,602.25","","-0.70%"
"11-02-2025","15,156.95","15,650.95","15,668.05","15,069.95","","-3.42%"
"10-02-2025","15,693.60","16,024.05","16,066.90","15,602.05","","-2.13%"
"07-02-2025","16,035.75","16,076.00","16,117.80","15,884.30","","-0.39%"
"06-02-2025","16,098.65","16,145.10","16,173.35","16,033.60","","-0.04%"
"05-02-2025","16,104.40","15,923.45","16,139.60","15,921.85","","1.57%"
"04-02-2025","15,855.95","15,781.45","15,866.70","15,696.85","","1.14%"
"03-02-2025","15,677.65","15,789.25","15,873.50","15,613.85","","-1.74%"
"01-02-2025","15,955.45","15,902.45","16,044.30","15,666.45","","0.66%"
"31-01-2025","15,851.05","15,606.25","15,863.50","15,585.60","","1.70%"
"30-01-2025","15,585.95","15,674.40","15,808.10","15,550.70","","-0.18%"
"29-01-2025","15,613.35","15,135.80","15,627.00","15,135.50","","3.16%"
"28-01-2025","15,135.10","15,415.40","15,454.20","14,819.85","","-1.82%"
"27-01-2025","15,416.30","15,836.85","15,842.70","15,291.30","","-3.66%"
"24-01-2025","16,001.70","16,370.60","16,415.20","15,964.65","","-2.15%"
"23-01-2025","16,352.80","16,190.85","16,458.70","16,134.85","","0.81%"
"22-01-2025","16,220.85","16,502.90","16,518.70","16,002.50","","-1.60%"
"21-01-2025","16,484.10","16,878.95","16,920.45","16,465.05","","-2.12%"
"20-01-2025","16,841.40","16,759.65","16,855.70","16,646.95","","0.84%"
"17-01-2025","16,700.50","16,706.55","16,734.20","16,579.95","","-0.04%"
"16-01-2025","16,707.90","16,642.60","16,777.95","16,641.75","","1.21%"
"15-01-2025","16,508.90","16,508.85","16,622.35","16,350.95","","0.52%"
"14-01-2025","16,422.75","16,227.80","16,457.30","16,163.55","","1.63%"
"13-01-2025","16,159.90","16,614.40","16,705.75","16,065.45","","-4.00%"
"10-01-2025","16,833.40","17,237.55","17,254.60","16,774.10","","-2.44%"
"09-01-2025","17,254.35","17,466.45","17,490.45","17,233.95","","-1.17%"
"08-01-2025","17,457.90","17,736.90","17,750.25","17,349.75","","-1.38%"
"07-01-2025","17,702.55","17,503.20","17,723.00","17,502.00","","1.41%"
"06-01-2025","17,455.70","18,031.60","18,046.15","17,418.75","","-2.88%"
"03-01-2025","17,973.05","18,035.45","18,117.40","17,954.00","","-0.19%"
"02-01-2025","18,007.95","17,947.60","18,018.80","17,892.60","","0.55%"
"01-01-2025","17,908.80","17,755.15","17,928.60","17,737.10","","0.88%"
"31-12-2024","17,752.25","17,602.40","17,789.05","17,478.20","","0.65%"
"30-12-2024","17,638.15","17,711.95","17,726.65","17,528.95","","-0.43%"
"27-12-2024","17,715.20","17,700.75","17,757.60","17,668.30","","0.27%"
"26-12-2024","17,667.45","17,700.95","17,744.15","17,558.55","","-0.03%"
"24-12-2024","17,672.45","17,641.80","17,731.65","17,543.30","","0.31%"
"23-12-2024","17,618.10","17,788.25","17,830.80","17,495.85","","-0.43%"
"20-12-2024","17,693.65","18,108.95","18,166.40","17,658.30","","-2.01%"
"19-12-2024","18,057.20","17,814.40","18,068.60","17,801.85","","-0.34%"
"18-12-2024","18,118.60","18,248.25","18,289.25","18,059.95","","-0.68%"
"17-12-2024","18,242.05","18,368.60","18,409.80","18,220.85","","-0.56%"
"16-12-2024","18,344.00","18,289.75","18,392.05","18,284.55","","0.44%"
"13-12-2024","18,263.75","18,294.90","18,298.35","17,954.80","","-0.36%"
"12-12-2024","18,330.30","18,529.40","18,548.25","18,311.40","","-0.93%"
"11-12-2024","18,502.65","18,500.65","18,539.50","18,462.95","","0.28%"
"10-12-2024","18,450.60","18,440.25","18,482.65","18,359.20","","0.29%"
"09-12-2024","18,396.45","18,365.85","18,428.20","18,331.60","","0.37%"
"06-12-2024","18,328.95","18,276.25","18,348.55","18,181.75","","0.54%"
"05-12-2024","18,230.40","18,218.75","18,250.15","18,150.30","","0.48%"
"04-12-2024","18,143.55","18,065.35","18,164.75","18,022.90","","0.76%"
"03-12-2024","18,007.50","17,891.95","18,025.45","17,878.45","","0.94%"
"02-12-2024","17,840.10","17,726.25","17,849.00","17,634.90","","0.70%"
"29-11-2024","17,716.45","17,620.65","17,732.30","17,545.75","","0.79%"
"28-11-2024","17,577.85","17,612.10","17,737.80","17,532.35","","0.14%"
"27-11-2024","17,552.65","17,422.85","17,567.35","17,359.90","","1.02%"
"26-11-2024","17,375.55","17,303.30","17,388.35","17,258.20","","0.61%"
"25-11-2024","17,269.55","17,199.70","17,286.05","17,169.40","","2.11%"
"22-11-2024","16,912.30","16,791.30","16,928.15","16,710.55","","0.98%"
"21-11-2024","16,747.85","16,830.05","16,856.70","16,604.45","","-0.58%"
"19-11-2024","16,845.25","16,756.55","17,031.85","16,754.90","","0.91%"
"18-11-2024","16,693.35","16,816.35","16,852.55","16,550.65","","-0.64%"
"14-11-2024","16,801.55","16,697.00","16,940.35","16,695.05","","0.79%"
"13-11-2024","16,670.35","17,121.30","17,134.65","16,644.70","","-3.06%"
"12-11-2024","17,196.40","17,465.65","17,560.45","17,162.85","","-1.31%"
"11-11-2024","17,423.90","17,582.00","17,592.05","17,401.05","","-1.19%"
"08-11-2024","17,634.25","17,944.05","17,949.80","17,595.30","","-1.56%"
